etid,company,country,year,date,fine_eur,sector,articles,tier,violation_type,authority,turnover_eur,turnover_year,turnover_basis,turnover_source,turnover_origin,is_financial,confidence,index,url,source_url,row_source,articles_raw,eprivacy
ETid-2018,Private individual,Spain,2023,2023-08-30,180,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2018,https://www.aepd.es/es/documento/ps-00666-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2024,Private individual,Spain,2023,2023-09-19,1500,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2024,https://www.aepd.es/documento/ps-00606-2022.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-2025,Private individual,Spain,2023,2023-09-19,600,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2025,https://www.aepd.es/documento/ps-00562-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2027,Private individual,Spain,2023,2023-09-01,300,Individuals and Private Associations,Art. 13,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2027,https://www.aepd.es/documento/ps-00624-2022.pdf,powerbi-export-2026-09-20,Art. 13 GDPR,
ETid-2028,Private individual,Spain,2023,2023-08-30,300,Individuals and Private Associations,Art. 6,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2028,https://www.aepd.es/documento/ps-00060-2023.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2034,Private individual,Spain,2023,2023-09-21,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2034,https://www.aepd.es/documento/ps-00543-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2035,Private individual,Spain,2023,2023-09-21,4000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2035,https://www.aepd.es/documento/ps-00466-2022.pdf,powerbi-export-2026-09-20,Art. 6 GDPR,
ETid-2040,Private individual,Spain,2023,2023-09-25,600,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2040,https://www.aepd.es/documento/ps-00695-2022.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-2049,Private individual,Spain,2023,2023-10-05,500,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2049,https://www.aepd.es/documento/ps-00685-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2057,Private individual,Spain,2023,2023-10-09,4000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2057,https://www.aepd.es/documento/ps-00519-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2058,Private individual,Spain,2023,2023-10-09,500,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2058,https://www.aepd.es/documento/ps-00067-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2064,Private individual,Spain,2023,2023-10-11,5300,Individuals and Private Associations,Art. 6|Art. 13,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2064,https://www.aepd.es/documento/ps-00621-2022.pdf,powerbi-export-2026-09-20,"Art. 6 (1) GDPR, Art. 13 GDPR",
ETid-2065,Private individual,Spain,2023,2023-10-11,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2065,https://www.aepd.es/documento/ps-00112-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2069,Private individual,Spain,2023,2023-10-15,600,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2069,https://www.aepd.es/documento/ps-00209-2023.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-2078,Private individual,Spain,2023,2023-10-30,240,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2078,https://www.aepd.es/documento/ps-00625-2022.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2090,Private individual,Spain,2023,2023-10-31,180,Individuals and Private Associations,Art. 13,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2090,https://www.aepd.es/documento/ps-00267-2023.pdf,powerbi-export-2026-09-20,Art. 13 GDPR,
ETid-2096,Private individual,Spain,2023,2023-11-06,240,Individuals and Private Associations,Art. 13,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2096,https://www.aepd.es/documento/ps-00577-2022.pdf,powerbi-export-2026-09-20,Art. 13 GDPR,
ETid-2099,Private individual,Spain,2023,2023-11-06,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2099,https://www.aepd.es/documento/ps-00082-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2100,Private individual,Spain,2023,2023-11-06,400,Individuals and Private Associations,Art. 58,2%,Insufficient cooperation with supervisory authority,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2100,https://www.aepd.es/documento/ps-00013-2023.pdf,powerbi-export-2026-09-20,Art. 58 (2) GDPR,
ETid-2115,Private individual,Spain,2023,2023-11-15,10000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2115,https://www.aepd.es/documento/ps-00575-2022.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2119,Private individual,Spain,2023,2023-11-16,10000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2119,https://www.aepd.es/documento/ps-00601-2022.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2120,Private individual,Spain,2023,2023-11-16,500,Individuals and Private Associations,Art. 13,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2120,https://www.aepd.es/documento/ps-00302-2023.pdf,powerbi-export-2026-09-20,Art. 13 GDPR,
ETid-2125,Private individual,Spain,2023,2023-11-20,600,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2125,https://www.aepd.es/documento/ps-00523-2022.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-2126,Private individual,Spain,2023,2023-11-22,400,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2126,https://www.aepd.es/documento/ps-00155-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2128,Private individual,Spain,2023,2023-11-24,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2128,https://www.aepd.es/documento/ps-00215-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2129,Private individual,Spain,2023,2023-11-20,10000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2129,https://www.aepd.es/documento/ps-00584-2022.pdf,powerbi-export-2026-09-20,Art. 6 GDPR,
ETid-2150,Private individual,Spain,2023,2023-10-28,10000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2150,https://www.aepd.es/documento/ps-00259-2023.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2156,Private individual,Spain,2023,2023-10-23,600,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2156,https://www.aepd.es/documento/ps-00286-2023.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-2158,Private individual,Spain,2023,2023-10-19,500,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2158,https://www.aepd.es/documento/ps-00156-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2172,Private individual,Spain,2023,2023-11-21,180,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2172,https://www.aepd.es/documento/ps-00344-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2190,Private individual,Spain,2023,2023-11-20,200,Individuals and Private Associations,Art. 58,2%,Insufficient cooperation with supervisory authority,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2190,https://www.aepd.es/documento/ps-00329-2023.pdf,powerbi-export-2026-09-20,Art. 58 (1) GDPR,
ETid-2204,Private individual,Spain,2023,2023-11-20,200,Individuals and Private Associations,Art. 58,2%,Insufficient cooperation with supervisory authority,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2204,https://www.aepd.es/documento/ps-00328-2023.pdf,powerbi-export-2026-09-20,Art. 58 (1) GDPR,
ETid-2206,Private individual,Spain,2023,2023-08-23,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2206,https://www.aepd.es/documento/ps-00521-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2215,Private individual,Spain,2023,2023-12-17,600,Individuals and Private Associations,Art. 6|Art. 13,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2215,https://www.aepd.es/documento/ps-00074-2023.pdf,powerbi-export-2026-09-20,"Art. 6 (1) GDPR, Art. 13 GDPR",
ETid-2218,Private individual,Spain,2023,2023-11-30,600,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2218,https://www.aepd.es/documento/ps-00252-2023.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-2219,Private individual,Spain,2023,2023-10-31,300,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2219,https://www.aepd.es/documento/ps-00262-2023.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2251,Private individual,Spain,2023,2023-12-23,3500,Individuals and Private Associations,Art. 6|Art. 13,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2251,https://www.aepd.es/documento/ps-00117-2023.pdf,powerbi-export-2026-09-20,"Art. 6 (1) GDPR, Art. 13 GDPR",
ETid-2276,Private individual,Spain,2024,2024-03-15,800,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2276,https://www.aepd.es/documento/ps-00017-2023.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-228,Private individual,Spain,2020,2020-03-06,4000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-228,https://www.aepd.es/es/documento/ps-00293-2019.pdf,powerbi-export-2026-09-20,Art. 5 GDPR,
ETid-2290,Private individual,Spain,2024,2024-02-19,400,Individuals and Private Associations,Art. 58,2%,Insufficient cooperation with supervisory authority,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2290,https://www.aepd.es/documento/ps-00423-2023.pdf,powerbi-export-2026-09-20,Art. 58 (2) GDPR,
ETid-2319,Private individual,Spain,2024,2024-02-19,400,Individuals and Private Associations,Art. 58,2%,Insufficient cooperation with supervisory authority,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2319,https://www.aepd.es/documento/ps-00438-2023.pdf,powerbi-export-2026-09-20,Art. 58 (2) GDPR,
ETid-2321,Private individual,Spain,2024,2024-01-08,2000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2321,https://www.aepd.es/documento/ps-00336-2023.pdf,powerbi-export-2026-09-20,Art. 6 GDPR,
ETid-2368,Private individual,Spain,2024,2024-04-12,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2368,https://www.aepd.es/documento/ps-00111-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2387,Private individual,Spain,2024,2024-06-05,800,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2387,https://www.aepd.es/documento/ps-00105-2023.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-2403,Private individual,Spain,2024,2024-07-18,600,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2403,https://www.aepd.es/documento/ps-00421-2023.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2406,Private individual,Spain,2024,2024-04-15,400,Individuals and Private Associations,Art. 58,2%,Insufficient cooperation with supervisory authority,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2406,https://www.aepd.es/documento/ps-00548-2023.pdf,powerbi-export-2026-09-20,Art. 58 (2) GDPR,
ETid-2416,Private individual,Spain,2024,2024-05-14,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2416,https://www.aepd.es/documento/ps-00164-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2418,Private individual,Spain,2024,2024-05-28,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2418,https://www.aepd.es/documento/ps-00663-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2434,Private individual,Spain,2024,2024-07-04,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2434,https://www.aepd.es/documento/ps-00179-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2451,Private individual,Spain,2024,2024-06-25,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2451,https://www.aepd.es/documento/ps-00282-2023.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-2465,Private individual,Spain,2024,2024-08-06,1000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2465,https://www.aepd.es/documento/ps-00001-2023.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2480,Private individual,Spain,2024,2024-08-06,2000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2480,https://www.aepd.es/documento/ps-00362-2023.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2499,Private individual,Spain,2024,2024-12-03,300,Individuals and Private Associations,Art. 13,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2499,https://www.aepd.es/documento/reposicion-ps-00154-2023.pdf,powerbi-export-2026-09-20,Art. 13 GDPR,
ETid-2502,Private individual,Spain,2024,2024-10-04,900,Individuals and Private Associations,Art. 58,2%,Insufficient cooperation with supervisory authority,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-2502,https://www.aepd.es/documento/ps-00210-2024.pdf,powerbi-export-2026-09-20,Art. 58 (2) GDPR,
ETid-475,Private individual,Spain,2020,2020-11-27,1200,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-475,https://www.aepd.es/es/documento/ps-00278-2020.pdf,powerbi-export-2026-09-20,Art. 5 (1) a) GDPR,
ETid-635,Private individual,Spain,2021,2021-04-15,3000,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-635,https://www.aepd.es/es/documento/ps-00151-2020.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-644,Private individual,Spain,2021,2021-04-22,1500,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-644,https://www.aepd.es/es/documento/ps-00359-2020.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-701,Private individual,Spain,2021,2021-05-27,2000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-701,https://www.aepd.es/es/documento/ps-00401-2020.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-763,Private individual,Spain,2021,2021-07-02,1500,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-763,https://www.aepd.es/es/documento/ps-00410-2020.pdf,powerbi-export-2026-09-20,Art. 6 (1) a) GDPR,
ETid-766,Private individual,Spain,2021,2021-07-01,6000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-766,https://www.aepd.es/es/documento/ps-00205-2021.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-797,Private individual,Spain,2021,2021-08-05,3000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-797,https://www.aepd.es/es/documento/ps-00424-2020.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-800,Private individual,Spain,2021,2021-07-27,4000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-800,https://www.aepd.es/es/documento/ps-00228-2020.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c), e) GDPR",
ETid-801,Private individual,Spain,2021,2021-07-30,600,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-801,https://www.aepd.es/es/documento/ps-00097-2021.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-802,Private individual,Spain,2021,2021-07-30,2000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-802,https://www.aepd.es/es/documento/ps-00200-2021.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-904,Private individual,Spain,2021,2021-11-15,1000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-904,https://www.aepd.es/es/documento/ps-00351-2021.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-953,Private individual,Spain,2021,2021-12-16,1200,Individuals and Private Associations,Art. 13,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-953,https://www.aepd.es/es/documento/ps-00294-2021.pdf,powerbi-export-2026-09-20,Art. 13 GDPR,
ETid-958,Private individual,Spain,2021,2021-12-17,2000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-958,https://www.aepd.es/es/documento/ps-00350-2021.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-965,Private individual,Spain,2021,2021-12-21,6000,Individuals and Private Associations,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-965,https://www.aepd.es/es/documento/ps-00204-2021.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-989,Private individual,Spain,2022,2022-01-13,1500,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-989,https://www.aepd.es/es/documento/ps-00224-2021.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-998,Private individual,Spain,2022,2022-01-14,1500,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-998,https://www.aepd.es/es/documento/ps-00356-2021.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-1582,Private investigator,Spain,2023,2023-01-18,2000,Individuals and Private Associations,Art. 13,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-1582,https://www.aepd.es/es/documento/ps-00357-2022.pdf,powerbi-export-2026-09-20,Art. 13 GDPR,
ETid-1052,Private Person,Spain,2022,2022-02-04,900,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-1052,https://www.aepd.es/es/documento/ps-00460-2021.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-1079,Private Person,Spain,2022,2022-02-18,2500,Individuals and Private Associations,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-1079,https://www.aepd.es/es/documento/ps-00408-2021.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-1311,Private Person,Spain,2022,2022-07-27,300,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-1311,https://www.aepd.es/es/documento/ps-00005-2022.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-244,Private Person,Spain,2020,2020-03-16,4000,Individuals and Private Associations,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-244,https://www.aepd.es/es/documento/ps-00335-2019.pdf,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-417,Private Person,Spain,2020,2020-10-09,2000,Individuals and Private Associations,Art. 5|Art. 6,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-417,https://www.aepd.es/es/documento/ps-00312-2019.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 6 GDPR",
ETid-545,Private Person,Spain,2021,2021-02-04,2000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-545,https://www.aepd.es/es/documento/ps-00270-2020.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-547,Private Person,Spain,2021,2021-02-08,5000,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-547,https://www.aepd.es/es/documento/ps-00253-2020.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-595,Private Person,Spain,2021,2021-03-12,1500,Individuals and Private Associations,Art. 5,4%,Non-compliance with general data processing principles,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-595,https://www.aepd.es/es/documento/ps-00193-2020.pdf,powerbi-export-2026-09-20,Art. 5 (1) c) GDPR,
ETid-1334,"Prodesspa Decoratius i Pintures , S.L.",Spain,2022,2022-08-05,9000,Employment,Art. 6,4%,Insufficient legal basis for data processing,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-1334,https://www.aepd.es/es/documento/ps-00180-2022.pdf,powerbi-export-2026-09-20,Art. 6 GDPR,
ETid-47,Professional Football League (LaLiga),Spain,2019,2019-06-11,250000,Individuals and Private Associations,Art. 5|Art. 7,4%,Insufficient fulfilment of information obligations,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-47,https://www.eldiario.es/tecnologia/Agencia-Proteccion-Datos-Liga-microfono_0_908859408.html#click=https://t.co/RI3qZzucaB,powerbi-export-2026-09-20,"Art. 5 (1) a) GDPR, Art. 7 (3) GDPR",
ETid-624,Promotech Digital S.L.,Spain,2021,2021-04-06,2400,"Finance, Insurance and Consulting",Art. 21,4%,Insufficient fulfilment of data subjects rights,Spanish Data Protection Authority (aepd),,,,,,,,,https://www.enforcementtracker.com/ETid-624,https://www.aepd.es/es/documento/ps-00087-2021.pdf,powerbi-export-2026-09-20,Art. 21 GDPR,
