Date,Type,Title,Rating (R relevant / B background / N not relevant),Where it lands on the site,URL
23 July 2020,Opinion of the Board (Art. 64),Opinion 20/2020 on the draft decision of the competent supervisory authority of Greece regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-202020-on-the-draft-decision-of-the-competent_en
22 July 2020,Other guidance,Information note on BCRs for Groups of undertakings / enterprises which have ICO as BCR Lead SA,N,,https://www.edpb.europa.eu/documents/other-guidance/information-note-on-bcrs-for-groups-of-undertakings-enterprises-which-have_en
17 July 2020,Statement,Statement on the Court of Justice of the European Union Judgment in Case C-311/18 - Data Protection Commissioner v Facebook Ireland and Maximillian Schrems,B,Transfers,https://www.edpb.europa.eu/documents/statement/statement-on-the-court-of-justice-of-the-european-union-judgment-in-case-c_en
07 July 2020,Guideline,Guidelines 5/2019 on the criteria of the Right to be Forgotten in the search engines cases under the GDPR (part 1),B,Topic 8 erasure,https://www.edpb.europa.eu/documents/guideline/guidelines-52019-on-the-criteria-of-the-right-to-be-forgotten-in-the-search_en
30 June 2020,Internal document,Internal EDPB Document 2/2020 on how to deal with complaints relating to data protection infringements started before the entry into application of GDPR that continue after 25 May 2018,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-22020-on-how-to-deal-with-complaints-relating-to_en
16 June 2020,Statement,Statement on the data protection impact of the interoperability of contact tracing apps,N,,https://www.edpb.europa.eu/documents/statement/statement-on-the-data-protection-impact-of-the-interoperability-of-contact_en
16 June 2020,Statement,Statement on the processing of personal data in the context of reopening of borders following the COVID-19 outbreak,N,,https://www.edpb.europa.eu/documents/statement/statement-on-the-processing-of-personal-data-in-the-context-of-reopening-of_en
02 June 2020,Statement,Statement on restrictions on data subject rights in connection to the state of emergency in Member States,N,,https://www.edpb.europa.eu/documents/statement/statement-on-restrictions-on-data-subject-rights-in-connection-to-the-state-of_en
25 May 2020,Opinion of the Board (Art. 64),Opinion 10/2020 on the draft decision of the competent supervisory authorities of Germany regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-102020-on-the-draft-decision-of-the-competent_en
25 May 2020,Opinion of the Board (Art. 64),Opinion 11/2020 on the draft decision of the competent supervisory authority of Ireland regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-112020-on-the-draft-decision-of-the-competent_en
25 May 2020,Opinion of the Board (Art. 64),Opinion 14/2020 on the draft decision of the competent supervisory authority of Ireland regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-142020-on-the-draft-decision-of-the-competent_en
25 May 2020,Opinion of the Board (Art. 64),Opinion 15/2020 on the draft decision of the competent supervisory authorities of Germany regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-152020-on-the-draft-decision-of-the-competent_en
25 May 2020,Opinion of the Board (Art. 64),Opinion 12/2020 on the draft decision of the competent supervisory authority of Finland regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-122020-on-the-draft-decision-of-the-competent_en
25 May 2020,Opinion of the Board (Art. 64),Opinion 13/2020 on the the draft decision of the competent supervisory authority of Italy regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-132020-on-the-the-draft-decision-of-the-competent_en
25 May 2020,Opinion of the Board (Art. 64),Opinion 16/2020 on the draft decision of the competent supervisory authority of the Czech Republic regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-162020-on-the-draft-decision-of-the-competent_en
19 May 2020,Opinion of the Board (Art. 64),Opinion 17/2020 on the draft Standard Contractual Clauses submitted by the SI SA (Article 28(8) GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-172020-on-the-draft-standard-contractual-clauses_en
18 May 2020,"Reports, statements, and letters",EDPB Annual Report 2019,N,Institutional report,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-annual-report-2019_en
04 May 2020,Guideline,Guidelines 05/2020 on consent under Regulation 2016/679,R,"Topic 10; Privacy Assessment lawful basis; readiness E3, E4",https://www.edpb.europa.eu/documents/guideline/guidelines-052020-on-consent-under-regulation-2016679_en
22 April 2020,Opinion of the Board (Art. 64),Opinion 7/2020 on the draft list of the competent supervisory authority of France regarding the processing operations exempt from the requirement of a data protection impact assessment (Article 35(5) GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-72020-on-the-draft-list-of-the-competent-supervisory_en
21 April 2020,Guideline,Guidelines 04/2020 on the use of location data and contact tracing tools in the context of the COVID-19 outbreak,N,,https://www.edpb.europa.eu/documents/guideline/guidelines-042020-on-the-use-of-location-data-and-contact-tracing-tools-in-the_en
21 April 2020,Guideline,Guidelines 03/2020 on the processing of data concerning health for the purpose of scientific research in the context of the COVID-19 outbreak,N,,https://www.edpb.europa.eu/documents/guideline/guidelines-032020-on-the-processing-of-data-concerning-health-for-the-purpose_en
14 April 2020,Opinion of the Board (Art. 64),Opinion 8/2020 on the draft decision of the Irish Supervisory Authority regarding the Controller Binding Corporate Rules of Reinsurance Group of America,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-82020-on-the-draft-decision-of-the-irish-supervisory_en
14 April 2020,Opinion of the Board (Art. 64),Opinion 9/2020 on the draft decision of the Irish Supervisory Authority regarding the Processor Binding Corporate Rules of Reinsurance Group of America,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-92020-on-the-draft-decision-of-the-irish-supervisory_en
07 April 2020,Internal procedural guidance,Mandate on geolocation and other tracing tools in the context of the COVID-19 outbreak,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-procedural-guidance/mandate-on-geolocation-and-other-tracing-tools-in-the_en
07 April 2020,Internal procedural guidance,Mandate on the processing of health data for research purposes in the context of the COVID-19 outbreak,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-procedural-guidance/mandate-on-the-processing-of-health-data-for-research_en
19 March 2020,Statement,Statement on the processing of personal data in the context of the COVID-19 outbreak,N,,https://www.edpb.europa.eu/documents/statement/statement-on-the-processing-of-personal-data-in-the-context-of-the-covid-19_en
21 February 2020,"Reports, statements, and letters",EDPB response to Hoda letter,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-response-to-hoda-letter_en
19 February 2020,Statement,Statement on privacy implications of mergers,N,,https://www.edpb.europa.eu/documents/statement/statement-on-privacy-implications-of-mergers_en
18 February 2020,"Reports, statements, and letters",Contribution of the EDPB to the evaluation of the GDPR under Article 97,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/contribution-of-the-edpb-to-the-evaluation-of-the-gdpr_en
18 February 2020,Internal document,Internal EDPB Document 1/2020 on Art 64.1 GDPR Opinion on matters related to items on which the board has already issued an Opinion,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-12020-on-art-641-gdpr-opinion-on-matters-related_en
31 January 2020,Opinion of the Board (Art. 64),Opinion 4/2020 on the draft decision of the competent supervisory authority of the United Kingdom regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-42020-on-the-draft-decision-of-the-competent_en
31 January 2020,Opinion of the Board (Art. 64),Opinion 5/2020 on the draft decision of the competent supervisory authority of Luxembourg regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-52020-on-the-draft-decision-of-the-competent_en
31 January 2020,Rules of procedure,Rules of Procedure - version 6,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-6_en
30 January 2020,Guideline,Guidelines 3/2019 on processing of personal data through video devices,R,Topic 1,https://www.edpb.europa.eu/documents/guideline/guidelines-32019-on-processing-of-personal-data-through-video-devices_en
29 January 2020,Opinion of the Board (Art. 64),Opinion 6/2020 on the draft decision of the Spanish Supervisory Authority regarding the Controller Binding Corporate Rules of Fujikura Automotive Europe Group (FAE Group),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-62020-on-the-draft-decision-of-the-spanish_en
28 January 2020,Procedure,"EDPB document on the procedure for the approval of certification criteria by the EDPB resulting in a common certification, the European Data Protection Seal",N,EDPB internal procedure,https://www.edpb.europa.eu/documents/procedure/edpb-document-on-the-procedure-for-the-approval-of-certification-criteria-by_en
28 January 2020,Opinion of the Board (Art. 64),Opinion 1/2020 on the Spanish data protection supervisory authority draft accreditation requirements for a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-12020-on-the-spanish-data-protection-supervisory_en
28 January 2020,Opinion of the Board (Art. 64),Opinion 2/2020 on the Belgium data protection supervisory authority draft accreditation requirements for a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-22020-on-the-belgium-data-protection-supervisory_en
28 January 2020,Opinion of the Board (Art. 64),Opinion 3/2020 on the France data protection supervisory authority draft accreditation requirements for a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-32020-on-the-france-data-protection-supervisory_en
03 December 2019,Rules of procedure,CSC Rules of Procedure,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/csc-rules-of-procedure_en
02 December 2019,Rules of procedure,Rules of Procedure - version 5,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-5_en
02 December 2019,Opinion of the Board (Art. 64),Opinion 17/2019 on the UK data protection supervisory authority draft accreditation requirements for a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-172019-on-the-uk-data-protection-supervisory_en
13 November 2019,Other policy document,EDPB contribution to the consultation on a draft second additional protocol to the Council of Europe Convention on Cybercrime,N,,https://www.edpb.europa.eu/documents/other-policy-document/edpb-contribution-to-the-consultation-on-a-draft-second-additional_en
12 November 2019,Guideline,Guidelines 3/2018 on the territorial scope of the GDPR (Article 3) - version adopted after public consultation,R,Privacy Assessment countries step; AI Act section 1 parallel,https://www.edpb.europa.eu/documents/guideline/guidelines-32018-on-the-territorial-scope-of-the-gdpr-article-3-version-adopted_en
12 November 2019,Rules of procedure,Rules of Procedure - version 4,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-4_en
12 November 2019,"Reports, statements, and letters",EU - U.S. Privacy Shield - Third Annual Joint Review report - 12/11/2019,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/eu-us-privacy-shield-third-annual-joint-review-report_en
12 November 2019,Opinion of the Board (Art. 64),Opinion 16/2019 on the draft decision of the Belgian Supervisory Authority regarding the Binding Corporate Rules of ExxonMobil Corporation,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-162019-on-the-draft-decision-of-the-belgian_en
16 October 2019,Guideline,Guidelines 2/2019 on the processing of personal data under Article 6(1)(b) GDPR in the context of the provision of online services to data subjects,R,Topic 10 consent versus contract,https://www.edpb.europa.eu/documents/guideline/guidelines-22019-on-the-processing-of-personal-data-under-article-61b-gdpr-in_en
09 October 2019,Procedure,Internal EDPB Document 4/2019 on the procedure for the adoption of the EDPB Opinions on the SA's draft accreditation requirements for certification bodies and the SA's draft decisions on criteria for certification,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/procedure/internal-edpb-document-42019-on-the-procedure-for-the-adoption-of-the-edpb_en
08 October 2019,Opinion of the Board (Art. 64),Opinion 15/2019 on the draft decision of the competent supervisory authority of the United Kingdom regarding the Binding Corporate Rules of Equinix Inc.,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-152019-on-the-draft-decision-of-the-competent_en
08 October 2019,Internal document,Internal EDPB Document 3/2019 on Internal guidance on Article 64 (2) GDPR,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-32019-on-internal-guidance-on-article-64-2-gdpr_en
10 September 2019,Rules of procedure,Rules of Procedure - version 3,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-3_en
17 July 2019,Other policy document,EDPB pleading before the CJEU in Case C-311/18 (Facebook Ireland and Schrems),N,,https://www.edpb.europa.eu/documents/other-policy-document/edpb-pleading-before-the-cjeu-in-case-c-31118-facebook-ireland-and_en
16 July 2019,"Reports, statements, and letters",EDPB Annual Report 2018,N,Institutional report,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-annual-report-2018_en
12 July 2019,Opinion of the Board (Art. 64),Opinion 8/2019 on the competence of a supervisory authority in case of a change in circumstances relating to the main or single establishment,N,Art 64 opinion on a matter outside the site's scope,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-82019-on-the-competence-of-a-supervisory-authority-in_en
12 July 2019,Opinion of the Board (Art. 64),Opinion 12/2019 on the draft list of the competent supervisory authority of Spain regarding the processing operations exempt from the requirement of a data protection impact assessment (Article 35(5) GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-122019-on-the-draft-list-of-the-competent-supervisory_en
12 July 2019,Opinion of the Board (Art. 64),Opinion 14/2019 on the draft Standard Contractual Clauses submitted by the DK SA (Article 28(8) GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-142019-on-the-draft-standard-contractual-clauses_en
12 July 2019,Opinion of the Board (Art. 64),Opinion 10/2019 on the draft list of the competent supervisory authority of Cyprus regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35(4) GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-102019-on-the-draft-list-of-the-competent-supervisory_en
12 July 2019,Opinion of the Board (Art. 64),Opinion 11/2019 on the draft list of the competent supervisory authority of the Czech Republic regarding the processing operations exempt from the requirement of a data protection impact assessment (Article 35(5) GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-112019-on-the-draft-list-of-the-competent-supervisory_en
12 July 2019,Opinion of the Board (Art. 64),Opinion 9/2019 on the Austrian data protection supervisory authority draft accreditation requirements for a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-92019-on-the-austrian-data-protection-supervisory_en
12 July 2019,Opinion of the Board (Art. 64),Opinion 13/2019 on the draft list of the competent supervisory authority of France regarding the processing operations exempt from the requirement of a data protection impact assessment (Article 35(5) GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-132019-on-the-draft-list-of-the-competent-supervisory_en
12 July 2019,Legislative opinion,EDPB-EDPS Joint Opinion 1/2019 on the processing of patients' data and the role of the European Commission within the eHealth Digital Service Infrastructure (eHDSI),N,,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-12019-on-the-processing-of-patients-data-and_en
12 July 2019,Recommendation,Recommendation 01/2019 on the draft list of the European Data Protection Supervisor regarding the processing operations subject to the requirement of a data protection impact assessment (Article 39.4 of Regulation (EU) 2018/1725),N,,https://www.edpb.europa.eu/documents/recommendation/recommendation-012019-on-the-draft-list-of-the-european-data-protection_en
04 June 2019,Guideline,Guidelines 1/2018 on certification and identifying certification criteria in accordance with Articles 42 and 43 of the Regulation - version adopted after public consultation,N,,https://www.edpb.europa.eu/documents/guideline/guidelines-12018-on-certification-and-identifying-certification-criteria-in_en
04 June 2019,Guideline,Guidelines 1/2019 on Codes of Conduct and Monitoring Bodies under Regulation 2016/679,N,,https://www.edpb.europa.eu/documents/guideline/guidelines-12019-on-codes-of-conduct-and-monitoring-bodies-under-regulation_en
04 June 2019,Internal document,Internal EDPB Document 2/2019 on Proposals for Common Strategic Priorities for Supervision and Guidance,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-22019-on-proposals-for-common-strategic_en
14 May 2019,Internal document,Internal EDPB Document 1/2019 on handling cases with only local impacts under Article 56.2 GDPR,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-12019-on-handling-cases-with-only-local-impacts_en
28 March 2019,Other guidance,EDPB Leaflet,N,,https://www.edpb.europa.eu/documents/other-guidance/edpb-leaflet_en
13 March 2019,"Reports, statements, and letters",Statement 3/2019 on an ePrivacy regulation,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-32019-on-an-eprivacy-regulation_en
13 March 2019,Statement,Statement 2/2019 on the use of personal data in the course of political campaigns,B,Topic 18,https://www.edpb.europa.eu/documents/statement/statement-22019-on-the-use-of-personal-data-in-the-course-of-political_en
12 March 2019,Opinion of the Board (Art. 64),"Opinion 5/2019 on the interplay between the ePrivacy Directive and the GDPR, in particular regarding the competence, tasks and powers of data protection authorities",B,Topic 15,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-52019-on-the-interplay-between-the-eprivacy-directive_en
12 March 2019,Opinion of the Board (Art. 64),Opinion 7/2019 on the draft list of the competent supervisory authority of Iceland regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-72019-on-the-draft-list-of-the-competent-supervisory_en
12 March 2019,Opinion of the Board (Art. 64),Opinion 6/2019 on the draft list of the competent supervisory authority of Spain regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-62019-on-the-draft-list-of-the-competent-supervisory_en
26 February 2019,"Reports, statements, and letters",EDPB LIBE report on the implementation of GDPR,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-libe-report-on-the-implementation-of-gdpr_en
25 February 2019,"Reports, statements, and letters",EDPB Statement 01/2019 on the US Foreign Account Tax Compliance Act (FATCA),N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-statement-012019-on-the-us-foreign-account-tax_en
12 February 2019,Other guidance,Information note on BCRs for companies which have ICO as BCR Lead Supervisory Authority,N,,https://www.edpb.europa.eu/documents/other-guidance/information-note-on-bcrs-for-companies-which-have-ico-as-bcr-lead_en
12 February 2019,Other guidance,Information note on data transfers under the GDPR in the event of a no-deal Brexit,N,,https://www.edpb.europa.eu/documents/other-guidance/information-note-on-data-transfers-under-the-gdpr-in-the-event-of-a-no_en
12 February 2019,"Reports, statements, and letters",EDPB Work Programme 2019-2020,N,Institutional report,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-work-programme-2019-2020_en
12 February 2019,Opinion of the Board (Art. 64),Opinion 4/2019 on the draft AA between EEA and non-EEA Financial Supervisory Authorities,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-42019-on-the-draft-aa-between-eea-and-non-eea_en
23 January 2019,Opinion of the Board (Art. 64),Opinion 2/2019 on the draft list of the competent supervisory authority of Norway regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-22019-on-the-draft-list-of-the-competent-supervisory_en
23 January 2019,Legislative opinion,Opinion 3/2019 concerning the Questions and Answers on the interplay between the Clinical Trials Regulation (CTR) and the General Data Protection regulation (GDPR),N,,https://www.edpb.europa.eu/documents/legislative-opinion/opinion-32019-concerning-the-questions-and-answers-on-the-interplay_en
23 January 2019,Opinion of the Board (Art. 64),Opinion 01/2019 on the draft list of the competent supervisory authority of the Principality of Liechtenstein regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-012019-on-the-draft-list-of-the-competent-supervisory_en
22 January 2019,"Reports, statements, and letters",EU - U.S. Privacy Shield - Second Annual Joint Review report - 22/01/2019,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/eu-us-privacy-shield-second-annual-joint-review-report_en
07 January 2019,Opinion of the Board (Art. 64),"Draft administrative arrangement following EDPB opinion 04/2019 for the transfer of personal data between each of the European Economic Area (""EEA"") Authorities set out in Appendix A and each of the non-EEA Authorities set out in Appendix B",N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/draft-administrative-arrangement-following-edpb-opinion_en
14 December 2018,Guideline,Guidelines 4/2018 on the accreditation of certification bodies under Article 43 of the General Data Protection Regulation (2016/679),N,,https://www.edpb.europa.eu/documents/guideline/guidelines-42018-on-the-accreditation-of-certification-bodies-under-article-43_en
05 December 2018,Adequacy,Opinion 28/2018 regarding the European Commission Draft Implementing Decision on the adequate protection of personal data in Japan,B,Adequacy opinions: the resulting decisions feed the Privacy Assessment transfer safeguards list,https://www.edpb.europa.eu/documents/adequacy/opinion-282018-regarding-the-european-commission-draft-implementing-decision-on_en
04 December 2018,Opinion of the Board (Art. 64),Opinion 24/2018 on the draft list of the competent supervisory authority of Denmark regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-242018-on-the-draft-list-of-the-competent-supervisory_en
04 December 2018,Opinion of the Board (Art. 64),Opinion 26/2018 on the draft list of the competent supervisory authority of Luxembourg regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-262018-on-the-draft-list-of-the-competent-supervisory_en
04 December 2018,Opinion of the Board (Art. 64),Opinion 27/2018 on the draft list of the competent supervisory authority of Slovenia regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-272018-on-the-draft-list-of-the-competent-supervisory_en
04 December 2018,Opinion of the Board (Art. 64),Opinion 25/2018 on the draft list of the competent supervisory authority of Croatia regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-252018-on-the-draft-list-of-the-competent-supervisory_en
23 November 2018,Rules of procedure,Rules of Procedure - version 2,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-2_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 14/2018 on the draft list of the competent supervisory authority of Latvia regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-142018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 7/2018 on the draft list of the competent supervisory authority of Greece regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-72018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 2/2018 on the draft list of the competent supervisory authority of Belgium regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-22018-on-the-draft-list-of-the-competent-supervisory_en
03 October 2018,Opinion of the Board (Art. 64),Opinion 15/2018 on the draft list of the competent supervisory authority of Malta regarding the processing operations subject to the requirement of a data protection impact assessment (Article 35.4 GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-152018-on-the-draft-list-of-the-competent-supervisory_en
